transaction_id,account_id,customer_id,transaction_type,amount,currency,transaction_timestamp,merchant_name,branch_code,status
TXN100192,ACC5016,CUST1016,CREDIT,46395.03,INR,2026-06-02 14:26:17,Fund Transfer,CHN005,SUCCESS
TXN100592,ACC5027,CUST1027,DEBIT,48773.97,INR,2026-06-05 05:32:34,Netflix,PUN006,PENDING
TXN101110,ACC5029,CUST1029,DEBIT,18171.43,INR,2026-06-09 20:54:50,Electricity Board,DEL002,FAILED
TXN100682,ACC5016,CUST1016,DEBIT,62421.67,INR,2026-06-06 07:18:05,Netflix,PUN006,SUCCESS
TXN100038,ACC5008,CUST1008,DEBIT,23554.68,INR,2026-06-01 01:37:30,Netflix,CHN005,FAILED
TXN100289,ACC5012,CUST1012,CREDIT,30149.62,INR,2026-06-03 05:29:58,Fund Transfer,BLR003,FAILED
TXN100373,ACC5000,CUST1000,DEBIT,24083.85,INR,2026-06-04 22:12:30,BigBasket,DEL002,SUCCESS
TXN100669,ACC5012,CUST1012,CREDIT,8829.3,INR,2026-06-06 08:14:23,Fund Transfer,CHN005,SUCCESS
TXN101064,ACC5016,CUST1016,CREDIT,19273.72,INR,2026-06-09 13:23:11,Interest Credit,HYD004,SUCCESS
TXN100595,ACC5027,CUST1027,DEBIT,10942.24,INR,2026-06-05 21:03:12,Reliance Digital,DEL002,SUCCESS
TXN100148,ACC5006,CUST1006,CREDIT,94940.8,INR,2026-06-02 15:06:15,Refund,CHN005,SUCCESS
TXN100488,ACC5001,CUST1001,DEBIT,55913.48,INR,2026-06-05 07:22:20,IRCTC,PUN006,SUCCESS
TXN100362,ACC5028,CUST1028,CREDIT,41309.63,INR,2026-06-03 21:37:42,Fund Transfer,MUM001,SUCCESS
TXN101095,ACC5026,CUST1026,CREDIT,53708.89,INR,2026-06-09 13:05:48,Interest Credit,BLR003,SUCCESS
TXN100078,ACC5019,CUST1019,CREDIT,6384.11,INR,2026-06-01 13:24:57,Fund Transfer,PUN006,FAILED
TXN101034,ACC5009,CUST1009,DEBIT,19923.37,INR,2026-06-09 09:36:25,BigBasket,CHN005,SUCCESS
TXN100523,ACC5008,CUST1008,DEBIT,27966.38,INR,2026-06-05 19:28:11,Zomato,CHN005,SUCCESS
TXN100982,ACC5028,CUST1028,CREDIT,47192.5,INR,2026-06-08 23:29:14,Interest Credit,MUM001,SUCCESS
TXN100654,ACC5010,CUST1010,CREDIT,68935.65,INR,2026-06-06 10:59:29,Refund,CHN005,FAILED
TXN100864,ACC5001,CUST1001,CREDIT,81887.92,INR,2026-06-08 00:15:27,Salary Credit,CHN005,PENDING
TXN100618,ACC5002,CUST1002,CREDIT,60055.53,INR,2026-06-06 13:20:01,Fund Transfer,PUN006,SUCCESS
TXN100301,ACC5014,CUST1014,CREDIT,89009.53,INR,2026-06-03 09:56:02,Refund,BLR003,SUCCESS
TXN100278,ACC5009,CUST1009,DEBIT,73132.46,INR,2026-06-03 12:23:50,Swiggy,CHN005,SUCCESS
TXN100363,ACC5028,CUST1028,CREDIT,67888.76,INR,2026-06-03 02:17:09,Refund,PUN006,SUCCESS
TXN101218,ACC5026,CUST1026,CREDIT,57177.54,INR,2026-06-10 10:54:37,Fund Transfer,BLR003,FAILED
TXN100757,ACC5004,CUST1004,CREDIT,73408.93,INR,2026-06-07 22:52:17,Salary Credit,CHN005,FAILED
TXN100101,ACC5026,CUST1026,CREDIT,66919.79,INR,2026-06-01 08:19:16,Interest Credit,MUM001,SUCCESS
TXN101132,ACC5004,CUST1004,CREDIT,23682.37,INR,2026-06-10 15:21:18,Salary Credit,DEL002,FAILED
TXN101033,ACC5009,CUST1009,CREDIT,19566.19,INR,2026-06-09 20:54:50,Fund Transfer,CHN005,SUCCESS
TXN100629,ACC5004,CUST1004,CREDIT,34249.57,INR,2026-06-06 21:41:15,Interest Credit,BLR003,SUCCESS
TXN100486,ACC5000,CUST1000,CREDIT,17293.43,INR,2026-06-05 00:44:36,Refund,CHN005,SUCCESS
TXN100237,ACC5029,CUST1029,DEBIT,43663.65,INR,2026-06-02 10:08:02,DMart,CHN005,SUCCESS
TXN100573,ACC5022,CUST1022,CREDIT,46042.35,INR,2026-06-05 21:43:41,Refund,DEL002,SUCCESS
TXN100914,ACC5013,CUST1013,DEBIT,12960.06,INR,2026-06-08 01:57:19,Amazon,HYD004,SUCCESS
TXN100680,ACC5015,CUST1015,CREDIT,85221.5,INR,2026-06-06 00:30:07,Fund Transfer,MUM001,SUCCESS
TXN100037,ACC5008,CUST1008,CREDIT,15128.3,INR,2026-06-01 09:13:03,Fund Transfer,PUN006,FAILED
TXN100260,ACC5006,CUST1006,CREDIT,83467.23,INR,2026-06-03 17:40:37,Refund,DEL002,SUCCESS
TXN101215,ACC5026,CUST1026,CREDIT,35354.43,INR,2026-06-10 00:33:37,Interest Credit,PUN006,PENDING
TXN100404,ACC5008,CUST1008,DEBIT,8609.79,INR,2026-06-04 17:52:23,ATM Withdrawal,MUM001,FAILED
,ACC5012,CUST1012,CREDIT,1500,INR,2026-06-05 09:00:00,Salary Credit,BLR003,SUCCESS
TXN101130,ACC5003,CUST1003,CREDIT,69329.01,INR,2026-06-10 22:28:48,Refund,HYD004,FAILED
TXN100790,ACC5012,CUST1012,DEBIT,2259.78,INR,2026-06-07 10:56:26,Netflix,BLR003,SUCCESS
TXN100269,ACC5007,CUST1007,DEBIT,64618.31,INR,2026-06-03 10:46:55,IRCTC,HYD004,SUCCESS
TXN100876,ACC5004,CUST1004,CREDIT,40286.02,INR,2026-06-08 09:18:10,Interest Credit,PUN006,SUCCESS
TXN100776,ACC5008,CUST1008,DEBIT,41004.49,INR,2026-06-07 08:35:30,Zomato,PUN006,FAILED
TXN100154,ACC5007,CUST1007,DEBIT,24537.6,INR,2026-06-02 13:11:12,BigBasket,CHN005,SUCCESS
TXN101071,ACC5018,CUST1018,CREDIT,3219.06,INR,2026-06-09 08:15:39,Refund,DEL002,SUCCESS
TXN100868,ACC5002,CUST1002,CREDIT,92635.14,INR,2026-06-08 04:05:08,Fund Transfer,HYD004,PENDING
TXN100552,ACC5015,CUST1015,CREDIT,22085.53,INR,2026-06-05 23:08:13,Salary Credit,MUM001,PENDING
TXN100027,ACC5006,CUST1006,CREDIT,56095.17,INR,2026-06-01 07:37:14,Salary Credit,MUM001,SUCCESS
TXN100116,ACC5029,CUST1029,DEBIT,4519.87,INR,2026-06-01 09:38:47,Flipkart,BLR003,FAILED
TXN100943,ACC5020,CUST1020,DEBIT,41908.6,INR,2026-06-08 00:44:46,Flipkart,DEL002,SUCCESS
TXN101111,ACC5029,CUST1029,DEBIT,57740.6,INR,2026-06-09 04:30:27,BigBasket,MUM001,SUCCESS
TXN100347,ACC5024,CUST1024,DEBIT,16443.04,INR,2026-06-03 14:23:03,Amazon,PUN006,FAILED
TXN100031,ACC5007,CUST1007,CREDIT,40528.18,INR,2026-06-01 14:55:46,Interest Credit,PUN006,SUCCESS
TXN100616,ACC5001,CUST1001,DEBIT,34468.93,INR,2026-06-06 10:02:05,Amazon,MUM001,SUCCESS
TXN100150,ACC5006,CUST1006,CREDIT,53980.29,INR,2026-06-02 21:49:47,Salary Credit,CHN005,SUCCESS
TXN100572,ACC5021,CUST1021,DEBIT,65492.11,INR,2026-06-05 16:33:44,Electricity Board,CHN005,PENDING
TXN101141,ACC5006,CUST1006,CREDIT,84376.29,INR,2026-06-10 19:50:39,Refund,HYD004,PENDING
TXN100588,ACC5026,CUST1026,CREDIT,48138.41,INR,2026-06-05 12:26:38,Interest Credit,DEL002,PENDING
TXN100728,ACC5027,CUST1027,DEBIT,34589.56,INR,2026-06-06 03:33:42,Zomato,HYD004,SUCCESS
TXN100354,ACC5025,CUST1025,DEBIT,37514.39,INR,2026-06-03 13:41:50,Flipkart,CHN005,SUCCESS
TXN100770,ACC5007,CUST1007,CREDIT,31062.4,INR,2026-06-07 18:05:07,Fund Transfer,HYD004,PENDING
TXN100777,ACC5009,CUST1009,DEBIT,43746.22,INR,2026-06-07 21:33:02,Reliance Digital,DEL002,SUCCESS
TXN100355,ACC5026,CUST1026,DEBIT,15895.71,INR,2026-06-03 22:56:36,Zomato,BLR003,SUCCESS
TXN101129,ACC5003,CUST1003,DEBIT,3195.61,INR,2026-06-10 03:10:40,Uber,DEL002,SUCCESS
TXN100833,ACC5023,CUST1023,DEBIT,31069.52,INR,2026-06-07 15:56:15,BigBasket,HYD004,SUCCESS
TXN100146,ACC5005,CUST1005,DEBIT,34920.73,INR,2026-06-02 09:43:34,DMart,MUM001,SUCCESS
TXN100076,ACC5019,CUST1019,DEBIT,25221.77,INR,2026-06-01 17:05:08,BigBasket,DEL002,SUCCESS
TXN101224,ACC5027,CUST1027,CREDIT,92666.73,INR,2026-06-10 06:12:18,Salary Credit,DEL002,SUCCESS
TXN100839,ACC5025,CUST1025,CREDIT,84528.07,INR,2026-06-07 03:33:49,Fund Transfer,PUN006,PENDING
TXN101160,ACC5010,CUST1010,CREDIT,82755.31,INR,2026-06-10 13:30:36,Salary Credit,CHN005,SUCCESS
TXN100577,ACC5023,CUST1023,CREDIT,8817.88,INR,2026-06-05 15:28:20,Fund Transfer,HYD004,SUCCESS
TXN100929,ACC5017,CUST1017,CREDIT,32090.84,INR,2026-06-08 14:02:06,Interest Credit,MUM001,PENDING
TXN100750,ACC5002,CUST1002,DEBIT,46918.11,INR,2026-06-07 05:35:47,ATM Withdrawal,HYD004,FAILED
TXN100236,ACC5029,CUST1029,DEBIT,59149.58,INR,2026-06-02 11:15:46,IRCTC,PUN006,PENDING
TXN100883,ACC5006,CUST1006,CREDIT,62933.06,INR,2026-06-08 23:40:10,Refund,CHN005,SUCCESS
TXN100496,ACC5003,CUST1003,DEBIT,66737.01,INR,2026-06-05 05:03:06,ATM Withdrawal,DEL002,SUCCESS
TXN100529,ACC5009,CUST1009,CREDIT,24313.88,INR,2026-06-05 14:19:43,Fund Transfer,CHN005,FAILED
TXN100800,ACC5015,CUST1015,CREDIT,53202.74,INR,2026-06-07 16:48:40,Salary Credit,DEL002,SUCCESS
TXN100114,ACC5028,CUST1028,DEBIT,53036.34,INR,2026-06-01 22:55:29,BigBasket,PUN006,SUCCESS
TXN100458,ACC5023,CUST1023,CREDIT,88010.96,INR,2026-06-04 12:44:53,Interest Credit,BLR003,PENDING
TXN100637,ACC5006,CUST1006,DEBIT,29467.75,INR,2026-06-06 18:46:54,IRCTC,DEL002,SUCCESS
TXN100826,ACC5022,CUST1022,CREDIT,11257.57,INR,2026-06-07 10:21:25,Salary Credit,CHN005,PENDING
TXN100527,ACC5009,CUST1009,DEBIT,68368.08,INR,2026-06-05 20:11:38,PVR Cinemas,DEL002,SUCCESS
TXN100164,ACC5010,CUST1010,CREDIT,3591.69,INR,2026-06-02 11:13:28,Interest Credit,DEL002,SUCCESS
TXN100217,ACC5024,CUST1024,CREDIT,2222.79,INR,2026-06-02 09:11:13,Interest Credit,HYD004,SUCCESS
TXN100593,ACC5027,CUST1027,CREDIT,72393.24,INR,2026-06-05 17:30:37,Salary Credit,PUN006,FAILED
TXN100769,ACC5007,CUST1007,DEBIT,46218.96,INR,2026-06-07 23:33:15,Uber,MUM001,SUCCESS
TXN100275,ACC5009,CUST1009,CREDIT,51217.28,INR,2026-06-03 03:27:08,Interest Credit,PUN006,SUCCESS
TXN100303,ACC5015,CUST1015,CREDIT,18720.68,INR,2026-06-03 03:21:10,Interest Credit,HYD004,PENDING
TXN100495,ACC5002,CUST1002,DEBIT,44572.59,INR,2026-06-05 19:57:30,IRCTC,MUM001,PENDING
TXN100809,ACC5018,CUST1018,CREDIT,69500.29,INR,2026-06-07 14:18:40,Interest Credit,MUM001,SUCCESS
TXN100001,ACC5000,CUST1000,DEBIT,20663.45,INR,2026-06-01 07:08:47,Netflix,PUN006,SUCCESS
TXN100860,ACC5000,CUST1000,DEBIT,11047.07,INR,2026-06-08 04:28:34,DMart,HYD004,SUCCESS
TXN100717,ACC5024,CUST1024,CREDIT,72874.64,INR,2026-06-06 09:38:14,Salary Credit,CHN005,SUCCESS
TXN101149,ACC5008,CUST1008,DEBIT,28356.05,INR,2026-06-10 23:15:06,Netflix,CHN005,SUCCESS
TXN101075,ACC5019,CUST1019,DEBIT,19061.58,INR,2026-06-09 19:24:19,Amazon,PUN006,SUCCESS
TXN100902,ACC5010,CUST1010,CREDIT,14826.91,INR,2026-06-08 10:57:25,Interest Credit,MUM001,FAILED
TXN100294,ACC5013,CUST1013,DEBIT,69304.52,INR,2026-06-03 20:16:47,IRCTC,DEL002,SUCCESS
TXN100813,ACC5018,CUST1018,CREDIT,5122.83,INR,2026-06-07 04:03:41,Refund,MUM001,SUCCESS
TXN100708,ACC5022,CUST1022,DEBIT,12559.94,INR,2026-06-06 03:06:04,Zomato,CHN005,SUCCESS
TXN100725,ACC5026,CUST1026,CREDIT,66360.34,INR,2026-06-06 01:21:05,Fund Transfer,MUM001,SUCCESS
TXN100866,ACC5001,CUST1001,DEBIT,10473.21,INR,2026-06-08 17:24:53,PVR Cinemas,HYD004,SUCCESS
TXN100389,ACC5003,CUST1003,DEBIT,60013.76,INR,2026-06-04 23:15:33,Electricity Board,CHN005,SUCCESS
TXN100058,ACC5014,CUST1014,CREDIT,89257.91,INR,2026-06-01 03:56:16,Interest Credit,CHN005,SUCCESS
TXN100532,ACC5010,CUST1010,CREDIT,25178.38,INR,2026-06-05 22:57:41,Interest Credit,DEL002,SUCCESS
TXN100149,ACC5006,CUST1006,CREDIT,94309.4,INR,2026-06-02 09:01:53,Interest Credit,HYD004,PENDING
TXN100978,ACC5027,CUST1027,DEBIT,54613.65,INR,2026-06-08 13:46:57,DMart,DEL002,SUCCESS
TXN101219,ACC5027,CUST1027,CREDIT,31554.5,INR,2026-06-10 03:29:56,Fund Transfer,HYD004,SUCCESS
TXN100991,ACC5000,CUST1000,CREDIT,9556.26,INR,2026-06-09 18:22:52,Interest Credit,MUM001,SUCCESS
TXN101140,ACC5005,CUST1005,CREDIT,1246.76,INR,2026-06-10 08:57:33,Interest Credit,DEL002,FAILED
TXN100780,ACC5010,CUST1010,DEBIT,65062.41,INR,2026-06-07 20:24:14,BigBasket,CHN005,SUCCESS
TXN100288,ACC5012,CUST1012,CREDIT,67195.76,INR,2026-06-03 16:13:35,Salary Credit,PUN006,SUCCESS
TXN100329,ACC5021,CUST1021,CREDIT,53109.86,INR,2026-06-03 18:56:47,Salary Credit,PUN006,SUCCESS
TXN100814,ACC5019,CUST1019,DEBIT,43378.05,INR,2026-06-07 19:19:21,Electricity Board,MUM001,SUCCESS
TXN100196,ACC5018,CUST1018,CREDIT,12708.05,INR,2026-06-02 17:45:14,Refund,CHN005,FAILED
TXN100459,ACC5023,CUST1023,CREDIT,26199.83,INR,2026-06-04 02:12:08,Fund Transfer,MUM001,FAILED
TXN100466,ACC5025,CUST1025,DEBIT,43979.6,INR,2026-06-04 02:01:04,ATM Withdrawal,PUN006,SUCCESS
TXN100691,ACC5017,CUST1017,DEBIT,38889.48,INR,2026-06-06 10:44:00,Netflix,PUN006,SUCCESS
TXN100034,ACC5007,CUST1007,DEBIT,33262.65,INR,2026-06-01 17:06:03,Flipkart,CHN005,PENDING
TXN100634,ACC5005,CUST1005,DEBIT,48434.09,INR,2026-06-06 02:53:17,Swiggy,CHN005,SUCCESS
TXN101005,ACC5004,CUST1004,CREDIT,66473.56,INR,2026-06-09 05:28:43,Interest Credit,DEL002,SUCCESS
TXN100115,ACC5029,CUST1029,CREDIT,40675.63,INR,2026-06-01 17:14:41,Refund,BLR003,SUCCESS
TXN100557,ACC5016,CUST1016,DEBIT,39047.18,INR,2026-06-05 19:38:44,Electricity Board,HYD004,SUCCESS
TXN100047,ACC5011,CUST1011,DEBIT,21167.63,INR,2026-06-01 06:45:21,BigBasket,PUN006,SUCCESS
TXN100252,ACC5003,CUST1003,DEBIT,38855.01,INR,2026-06-03 17:07:16,PVR Cinemas,PUN006,SUCCESS
TXN100464,ACC5024,CUST1024,CREDIT,53037.63,INR,2026-06-04 17:15:06,Fund Transfer,MUM001,SUCCESS
TXN100274,ACC5009,CUST1009,CREDIT,20831.15,INR,2026-06-03 11:03:03,Refund,HYD004,SUCCESS
TXN101166,ACC5012,CUST1012,DEBIT,35713.89,INR,2026-06-10 00:07:42,DMart,DEL002,FAILED
TXN101009,ACC5004,CUST1004,CREDIT,21845.04,INR,2026-06-09 13:18:54,Fund Transfer,DEL002,SUCCESS
TXN100508,ACC5005,CUST1005,DEBIT,31781.95,INR,2026-06-05 21:27:12,Amazon,DEL002,PENDING
TXN100752,ACC5003,CUST1003,CREDIT,62636.76,INR,2026-06-07 17:38:28,Interest Credit,BLR003,SUCCESS
TXN100402,ACC5008,CUST1008,DEBIT,2363.01,INR,2026-06-04 07:18:02,ATM Withdrawal,DEL002,SUCCESS
TXN100461,ACC5023,CUST1023,CREDIT,43206.16,INR,2026-06-04 14:16:54,Refund,MUM001,SUCCESS
TXN100132,ACC5002,CUST1002,CREDIT,32618.21,INR,2026-06-02 16:17:52,Fund Transfer,BLR003,SUCCESS
TXN100816,ACC5019,CUST1019,DEBIT,56212.64,INR,2026-06-07 11:59:02,PVR Cinemas,BLR003,SUCCESS
TXN100733,ACC5028,CUST1028,DEBIT,57821.24,INR,2026-06-06 07:10:31,IRCTC,PUN006,SUCCESS
TXN100643,ACC5008,CUST1008,CREDIT,55180.67,INR,2026-06-06 18:11:24,Interest Credit,HYD004,PENDING
TXN100168,ACC5010,CUST1010,DEBIT,42365.12,INR,2026-06-02 02:53:48,DMart,DEL002,FAILED
TXN101152,ACC5008,CUST1008,CREDIT,56088.63,INR,2026-06-10 16:49:25,Fund Transfer,CHN005,SUCCESS
TXN100858,ACC5000,CUST1000,DEBIT,71693.46,INR,2026-06-08 02:38:06,BigBasket,CHN005,PENDING
TXN101174,ACC5016,CUST1016,CREDIT,25947.67,INR,2026-06-10 10:29:35,Salary Credit,MUM001,SUCCESS
TXN101178,ACC5016,CUST1016,DEBIT,18424.85,INR,2026-06-10 13:58:35,DMart,MUM001,SUCCESS
TXN100818,ACC5020,CUST1020,CREDIT,12031.2,INR,2026-06-07 08:21:33,Refund,CHN005,SUCCESS
TXN100851,ACC5028,CUST1028,CREDIT,43335.25,INR,2026-06-07 00:04:30,Interest Credit,BLR003,SUCCESS
TXN100881,ACC5005,CUST1005,CREDIT,25188.37,INR,2026-06-08 22:15:31,Refund,CHN005,SUCCESS
TXN100088,ACC5022,CUST1022,DEBIT,61456.62,INR,2026-06-01 09:06:37,DMart,BLR003,SUCCESS
TXN100485,ACC5000,CUST1000,DEBIT,44191.81,INR,2026-06-05 05:24:19,Electricity Board,PUN006,PENDING
TXN100947,ACC5021,CUST1021,DEBIT,5348.86,INR,2026-06-08 22:21:33,Electricity Board,BLR003,SUCCESS
TXN100804,ACC5016,CUST1016,DEBIT,31046.27,INR,2026-06-07 14:01:11,Reliance Digital,CHN005,SUCCESS
TXN100277,ACC5009,CUST1009,CREDIT,7448.75,INR,2026-06-03 16:28:48,Interest Credit,BLR003,FAILED
TXN100703,ACC5021,CUST1021,DEBIT,46044.1,INR,2026-06-06 14:40:09,Reliance Digital,PUN006,SUCCESS
TXN100247,ACC5002,CUST1002,CREDIT,60929.85,INR,2026-06-03 01:04:42,Interest Credit,HYD004,PENDING
TXN100586,ACC5026,CUST1026,CREDIT,50619.43,INR,2026-06-05 01:35:59,Salary Credit,CHN005,SUCCESS
TXN100229,ACC5027,CUST1027,DEBIT,48764.55,INR,2026-06-02 04:08:02,Netflix,HYD004,SUCCESS
TXN100087,ACC5022,CUST1022,DEBIT,52474.9,INR,2026-06-01 11:10:38,PVR Cinemas,PUN006,FAILED
TXN100240,ACC5000,CUST1000,DEBIT,23703.91,INR,2026-06-03 09:32:25,Amazon,HYD004,FAILED
TXN100965,ACC5024,CUST1024,DEBIT,17881.0,INR,2026-06-08 01:20:36,Swiggy,HYD004,SUCCESS
TXN100528,ACC5009,CUST1009,CREDIT,67853.98,INR,2026-06-05 22:41:17,Interest Credit,HYD004,SUCCESS
TXN100155,ACC5008,CUST1008,CREDIT,24783.67,INR,2026-06-02 15:51:18,Refund,BLR003,PENDING
TXN100919,ACC5015,CUST1015,CREDIT,66299.95,INR,2026-06-08 17:10:28,Refund,CHN005,SUCCESS
TXN100762,ACC5005,CUST1005,DEBIT,4241.41,INR,2026-06-07 10:22:56,DMart,HYD004,SUCCESS
TXN101023,ACC5007,CUST1007,DEBIT,50643.09,INR,2026-06-09 21:35:43,ATM Withdrawal,CHN005,FAILED
TXN100834,ACC5024,CUST1024,DEBIT,22708.76,INR,2026-06-07 03:23:50,Uber,DEL002,SUCCESS
TXN100559,ACC5017,CUST1017,CREDIT,34323.61,INR,2026-06-05 13:18:10,Refund,CHN005,SUCCESS
TXN101206,ACC5023,CUST1023,DEBIT,68937.73,INR,2026-06-10 14:03:19,Amazon,PUN006,FAILED
TXN100720,ACC5025,CUST1025,CREDIT,61779.19,INR,2026-06-06 17:51:17,Interest Credit,DEL002,SUCCESS
TXN101087,ACC5023,CUST1023,DEBIT,28048.2,INR,2026-06-09 03:53:20,Reliance Digital,MUM001,SUCCESS
TXN100619,ACC5002,CUST1002,DEBIT,492.12,INR,2026-06-06 23:39:04,Uber,CHN005,PENDING
TXN100365,ACC5029,CUST1029,CREDIT,10160.87,INR,2026-06-03 02:11:27,Interest Credit,CHN005,SUCCESS
TXN100540,ACC5012,CUST1012,CREDIT,55836.43,INR,2026-06-05 14:54:07,Interest Credit,MUM001,SUCCESS
TXN100410,ACC5010,CUST1010,CREDIT,13313.15,INR,2026-06-04 13:58:03,Salary Credit,PUN006,SUCCESS
TXN100726,ACC5026,CUST1026,CREDIT,7245.85,INR,2026-06-06 15:11:12,Fund Transfer,HYD004,SUCCESS
TXN101007,ACC5004,CUST1004,DEBIT,8318.2,INR,2026-06-09 04:31:48,PVR Cinemas,PUN006,SUCCESS
TXN100376,ACC5001,CUST1001,DEBIT,57582.96,INR,2026-06-04 00:46:29,Electricity Board,DEL002,PENDING
TXN100526,ACC5009,CUST1009,DEBIT,15544.49,INR,2026-06-05 20:26:32,Electricity Board,PUN006,SUCCESS
TXN101163,ACC5011,CUST1011,CREDIT,22501.71,INR,2026-06-10 12:21:34,Fund Transfer,PUN006,SUCCESS
TXN101104,ACC5028,CUST1028,CREDIT,72069.98,INR,2026-06-09 14:39:51,Fund Transfer,BLR003,SUCCESS
TXN101222,ACC5027,CUST1027,CREDIT,78564.97,INR,2026-06-10 00:23:00,Refund,BLR003,SUCCESS
TXN100471,ACC5027,CUST1027,CREDIT,13468.8,INR,2026-06-04 06:41:56,Fund Transfer,DEL002,FAILED
TXN100179,ACC5013,CUST1013,DEBIT,33894.04,INR,2026-06-02 07:26:21,Reliance Digital,HYD004,SUCCESS
TXN100042,ACC5010,CUST1010,DEBIT,29714.15,INR,2026-06-01 21:41:19,BigBasket,BLR003,SUCCESS
TXN101193,ACC5020,CUST1020,CREDIT,52643.7,INR,2026-06-10 21:47:36,Refund,PUN006,PENDING
TXN100379,ACC5002,CUST1002,CREDIT,42936.81,INR,2026-06-04 19:30:37,Salary Credit,CHN005,SUCCESS
TXN100745,ACC5001,CUST1001,CREDIT,5138.59,INR,2026-06-07 07:38:45,Interest Credit,MUM001,SUCCESS
TXN100968,ACC5025,CUST1025,CREDIT,73124.97,INR,2026-06-08 14:59:20,Fund Transfer,MUM001,SUCCESS
TXN100659,ACC5010,CUST1010,CREDIT,89180.84,INR,2026-06-06 15:50:49,Refund,BLR003,SUCCESS
TXN100569,ACC5020,CUST1020,CREDIT,58270.04,INR,2026-06-05 11:39:01,Refund,PUN006,PENDING
TXN100763,ACC5005,CUST1005,DEBIT,17042.49,INR,2026-06-07 20:54:38,DMart,PUN006,SUCCESS
TXN100348,ACC5024,CUST1024,CREDIT,1986.65,INR,2026-06-03 17:35:26,Fund Transfer,MUM001,SUCCESS
TXN100594,ACC5027,CUST1027,CREDIT,83421.6,INR,2026-06-05 13:51:00,Interest Credit,MUM001,FAILED
TXN100377,ACC5001,CUST1001,CREDIT,79056.13,INR,2026-06-04 02:52:54,Interest Credit,PUN006,SUCCESS
TXN101027,ACC5008,CUST1008,CREDIT,9699.58,INR,2026-06-09 11:22:26,Fund Transfer,MUM001,SUCCESS
TXN100024,ACC5005,CUST1005,DEBIT,49498.32,INR,2026-06-01 17:10:16,Swiggy,CHN005,FAILED
TXN100746,ACC5001,CUST1001,DEBIT,36880.84,INR,2026-06-07 02:29:51,Electricity Board,MUM001,PENDING
TXN100325,ACC5020,CUST1020,DEBIT,15495.82,INR,2026-06-03 03:38:02,Zomato,CHN005,SUCCESS
TXN100009,ACC5002,CUST1002,DEBIT,20884.12,INR,2026-06-01 20:53:23,Reliance Digital,BLR003,SUCCESS
TXN100165,ACC5010,CUST1010,CREDIT,93197.67,INR,2026-06-02 11:34:57,Salary Credit,BLR003,PENDING
TXN100417,ACC5011,CUST1011,CREDIT,84997.62,INR,2026-06-04 01:02:06,Interest Credit,HYD004,PENDING
TXN100327,ACC5020,CUST1020,DEBIT,37816.99,INR,2026-06-03 09:14:52,Swiggy,CHN005,PENDING
TXN100451,ACC5021,CUST1021,DEBIT,27652.11,INR,2026-06-04 15:49:49,PVR Cinemas,PUN006,SUCCESS
TXN100097,ACC5025,CUST1025,CREDIT,83690.24,INR,2026-06-01 22:56:17,Interest Credit,MUM001,FAILED
TXN100339,ACC5023,CUST1023,CREDIT,25217.57,INR,2026-06-03 16:56:31,Interest Credit,MUM001,SUCCESS
TXN100212,ACC5024,CUST1024,DEBIT,47334.95,INR,2026-06-02 10:04:21,DMart,CHN005,SUCCESS
TXN100993,ACC5000,CUST1000,DEBIT,37778.55,INR,2026-06-09 06:50:57,Swiggy,CHN005,FAILED
TXN100999,ACC5001,CUST1001,DEBIT,8130.91,INR,2026-06-09 21:32:37,Zomato,HYD004,SUCCESS
TXN100338,ACC5022,CUST1022,DEBIT,68638.73,INR,2026-06-03 17:20:49,Reliance Digital,HYD004,SUCCESS
TXN100985,ACC5028,CUST1028,CREDIT,94464.46,INR,2026-06-08 02:38:47,Fund Transfer,CHN005,SUCCESS
TXN100735,ACC5029,CUST1029,DEBIT,17488.96,INR,2026-06-06 17:50:41,PVR Cinemas,HYD004,SUCCESS
TXN100232,ACC5028,CUST1028,CREDIT,6435.28,INR,2026-06-02 15:38:34,Fund Transfer,PUN006,SUCCESS
TXN100189,ACC5015,CUST1015,CREDIT,13907.15,INR,2026-06-02 20:01:05,Salary Credit,CHN005,PENDING
TXN101055,ACC5015,CUST1015,CREDIT,51049.06,INR,2026-06-09 07:54:28,Salary Credit,MUM001,SUCCESS
TXN100418,ACC5011,CUST1011,DEBIT,69710.99,INR,2026-06-04 05:28:29,Flipkart,HYD004,SUCCESS
TXN101020,ACC5007,CUST1007,CREDIT,90518.86,INR,2026-06-09 01:27:56,Salary Credit,HYD004,SUCCESS
TXN100359,ACC5028,CUST1028,CREDIT,71905.08,INR,2026-06-03 04:50:44,Fund Transfer,MUM001,PENDING
TXN100897,ACC5009,CUST1009,DEBIT,5596.08,INR,2026-06-08 01:24:24,DMart,MUM001,SUCCESS
TXN100272,ACC5008,CUST1008,DEBIT,70034.68,INR,2026-06-03 23:20:12,IRCTC,HYD004,SUCCESS
TXN100063,ACC5016,CUST1016,CREDIT,63521.38,INR,2026-06-01 10:25:44,Interest Credit,CHN005,SUCCESS
TXN100480,ACC5029,CUST1029,CREDIT,31848.86,INR,2026-06-04 19:12:51,Salary Credit,BLR003,SUCCESS
TXN100611,ACC5000,CUST1000,CREDIT,2834.69,INR,2026-06-06 16:52:49,Interest Credit,CHN005,SUCCESS
TXN101017,ACC5006,CUST1006,DEBIT,55347.99,INR,2026-06-09 02:31:43,Flipkart,DEL002,SUCCESS
